사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도
2020010100100005,2020년 1월 1일 00시,수요일,충청남도 천안시 동남구 안서동,경상사고,0,0,2,0,차대차 - 추돌,불법유턴,건조,맑음,단일로 - 기타,승용,남,21세,상해없음,승용,남,23세,경상
2020010100100044,2020년 1월 1일 02시,수요일,충청남도 천안시 서북구 성정동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로부근,승합,남,26세,상해없음,이륜,남,23세,경상
2020010100100095,2020년 1월 1일 07시,수요일,충청남도 천안시 서북구 성정동,사망사고,1,0,0,0,차대사람 - 횡단중,안전운전불이행,젖음/습기,흐림,단일로 - 기타,승용,남,60세,상해없음,보행자,여,68세,사망
2020010100100103,2020년 1월 1일 08시,수요일,충청남도 천안시 동남구 봉명동,경상사고,0,0,4,0,차대차 - 측면충돌,차로위반,건조,맑음,단일로 - 기타,승용,남,22세,상해없음,승용,남,60세,경상
2020010100100210,2020년 1월 1일 15시,수요일,충청남도 천안시 동남구 성남면,중상사고,0,1,1,0,차대차 - 정면충돌,중앙선침범,건조,맑음,단일로 - 기타,승용,남,27세,상해없음,승용,여,48세,경상
2020010100100321,2020년 1월 1일 20시,수요일,충청남도 천안시 서북구 성성동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,73세,상해없음,이륜,남,32세,경상
2020010200100010,2020년 1월 2일 02시,목요일,충청남도 천안시 동남구 신방동,사망사고,1,0,0,0,차량단독 - 도로외이탈 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,화물,남,37세,사망,,,,
2020010200100065,2020년 1월 2일 07시,목요일,충청남도 천안시 서북구 성정동,경상사고,0,0,1,0,차대차 - 추돌,교차로운행방법위반,건조,맑음,교차로 - 교차로부근,승용,남,64세,상해없음,승합,남,56세,경상
2020010200100100,2020년 1월 2일 08시,목요일,충청남도 천안시 서북구 성정동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,21세,상해없음,승용,여,52세,경상
2020010200100171,2020년 1월 2일 11시,목요일,충청남도 천안시 동남구 청당동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,56세,상해없음,승용,남,59세,중상
2020010200100198,2020년 1월 2일 12시,목요일,충청남도 천안시 동남구 구성동,중상사고,0,3,0,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,67세,상해없음,승용,여,59세,중상
2020010200100355,2020년 1월 2일 17시,목요일,충청남도 천안시 서북구 쌍용동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,기타불명,기타불명,미분류,기타불명,승용,여,34세,경상
2020010200100356,2020년 1월 2일 17시,목요일,충청남도 천안시 서북구 성거읍,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,53세,상해없음,승용,남,20세,경상
2020010200100479,2020년 1월 2일 20시,목요일,충청남도 천안시 동남구 청수동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로안,승용,남,62세,상해없음,보행자,남,47세,경상
2020010200100514,2020년 1월 2일 21시,목요일,충청남도 천안시 서북구 쌍용동,경상사고,0,0,3,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,화물,남,35세,상해없음,승용,남,27세,경상
2020010200100559,2020년 1월 2일 23시,목요일,충청남도 천안시 서북구 두정동,경상사고,0,0,4,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,28세,상해없음,승용,남,64세,경상
2020010300100127,2020년 1월 3일 09시,금요일,충청남도 천안시 서북구 두정동,경상사고,0,0,1,0,차대차 - 측면충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,여,25세,상해없음,승용,남,30세,경상
2020010300100176,2020년 1월 3일 11시,금요일,충청남도 천안시 서북구 쌍용동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,44세,상해없음,보행자,남,83세,경상
2020010300100177,2020년 1월 3일 11시,금요일,충청남도 천안시 동남구 신부동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,56세,상해없음,이륜,남,28세,경상
2020010300100178,2020년 1월 3일 11시,금요일,충청남도 천안시 동남구 원성동,경상사고,0,0,1,1,차대차 - 측면충돌,직진우회전진행방해,건조,맑음,교차로 - 교차로안,승용,여,50세,부상신고,승용,여,62세,경상
2020010300100179,2020년 1월 3일 11시,금요일,충청남도 천안시 동남구 구성동,중상사고,0,1,0,0,차대차 - 정면충돌,신호위반,건조,맑음,교차로 - 교차로안,승합,남,59세,상해없음,이륜,남,21세,중상
2020010300100397,2020년 1월 3일 17시,금요일,충청남도 천안시 동남구 청당동,경상사고,0,0,1,1,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,여,26세,부상신고,승용,남,24세,경상
2020010300100439,2020년 1월 3일 18시,금요일,충청남도 천안시 서북구 백석동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,기타불명,기타불명,미분류,기타불명,이륜,남,44세,경상
2020010300100599,2020년 1월 3일 23시,금요일,충청남도 천안시 서북구 두정동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,19세,상해없음,보행자,여,26세,경상
2020010400100070,2020년 1월 4일 05시,토요일,충청남도 천안시 동남구 성황동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,27세,상해없음,승용,남,70세,경상
2020010400100095,2020년 1월 4일 07시,토요일,충청남도 천안시 서북구 두정동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,화물,남,75세,상해없음,보행자,남,23세,경상
2020010400100132,2020년 1월 4일 09시,토요일,충청남도 천안시 동남구 삼룡동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,교차로 - 교차로부근,특수,남,43세,상해없음,승합,남,41세,상해없음
2020010400100156,2020년 1월 4일 10시,토요일,충청남도 천안시 서북구 두정동,경상사고,0,0,2,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,42세,상해없음,승용,남,49세,경상
2020010400100396,2020년 1월 4일 18시,토요일,충청남도 천안시 동남구 다가동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로부근,승용,남,24세,상해없음,보행자,남,46세,경상
2020010400100477,2020년 1월 4일 21시,토요일,충청남도 천안시 동남구 신부동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,35세,상해없음,승용,남,31세,경상
2020010400100524,2020년 1월 4일 23시,토요일,충청남도 천안시 동남구 다가동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,27세,상해없음,보행자,남,62세,중상
2020010500100008,2020년 1월 5일 00시,일요일,충청남도 천안시 동남구 용곡동,사망사고,1,0,0,0,차량단독 - 도로외이탈 - 추락,안전운전불이행,건조,흐림,단일로 - 교량,승용,여,34세,사망,,,,
2020010500100074,2020년 1월 5일 07시,일요일,충청남도 천안시 동남구 동면,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,33세,상해없음,보행자,여,74세,중상
2020010500100116,2020년 1월 5일 10시,일요일,충청남도 천안시 동남구 영성동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,58세,기타불명,승용,여,46세,경상
2020010500100227,2020년 1월 5일 14시,일요일,충청남도 천안시 동남구 청당동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,53세,상해없음,이륜,남,84세,경상
2020010500100294,2020년 1월 5일 17시,일요일,충청남도 천안시 동남구 문화동,경상사고,0,0,3,0,차대차 - 추돌,안전거리미확보,건조,맑음,교차로 - 교차로부근,승용,남,56세,상해없음,승용,남,58세,경상
2020010500100376,2020년 1월 5일 20시,일요일,충청남도 천안시 서북구 불당동,경상사고,0,0,3,0,차대차 - 측면충돌,신호위반,건조,맑음,단일로 - 기타,승용,남,38세,상해없음,승용,남,33세,경상
2020010600100037,2020년 1월 6일 06시,월요일,충청남도 천안시 서북구 직산읍,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,젖음/습기,흐림,단일로 - 기타,기타불명,기타불명,미분류,기타불명,보행자,남,71세,중상
2020010600100155,2020년 1월 6일 10시,월요일,충청남도 천안시 동남구 목천읍,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,젖음/습기,맑음,교차로 - 교차로안,승용,남,33세,경상,건설기계,남,50세,상해없음
2020010600100276,2020년 1월 6일 14시,월요일,충청남도 천안시 동남구 오룡동,경상사고,0,0,1,0,차대차 - 후진중충돌,안전운전불이행,젖음/습기,비,단일로 - 기타,승용,여,63세,상해없음,승용,남,41세,경상
2020010600100340,2020년 1월 6일 16시,월요일,충청남도 천안시 서북구 성환읍,중상사고,0,1,0,0,차대차 - 정면충돌,중앙선침범,젖음/습기,비,단일로 - 기타,승용,남,51세,상해없음,승용,남,73세,중상
2020010600100461,2020년 1월 6일 18시,월요일,충청남도 천안시 동남구 성황동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,40세,상해없음,보행자,남,71세,중상
2020010600100523,2020년 1월 6일 19시,월요일,충청남도 천안시 동남구 신부동,경상사고,0,0,1,0,차대차 - 정면충돌,교차로운행방법위반,젖음/습기,비,교차로 - 교차로안,승용,남,52세,상해없음,승용,여,35세,경상
2020010600100571,2020년 1월 6일 20시,월요일,충청남도 천안시 서북구 쌍용동,경상사고,0,0,1,0,차대차 - 기타,차로위반,젖음/습기,비,단일로 - 기타,승용,남,62세,경상,승용,남,28세,기타불명
2020010600100612,2020년 1월 6일 21시,월요일,충청남도 천안시 서북구 쌍용동,경상사고,0,0,1,0,차대차 - 후진중충돌,안전운전불이행,젖음/습기,비,교차로 - 교차로부근,승용,남,53세,상해없음,화물,남,48세,경상
2020010600100642,2020년 1월 6일 22시,월요일,충청남도 천안시 서북구 성정동,중상사고,0,1,0,0,차대차 - 추돌,안전운전불이행,젖음/습기,비,교차로 - 교차로부근,승용,여,27세,상해없음,이륜,남,51세,중상
2020010700100022,2020년 1월 7일 01시,화요일,충청남도 천안시 서북구 성정동,중상사고,0,2,0,0,차대차 - 추돌,안전운전불이행,젖음/습기,비,교차로 - 교차로안,승용,남,24세,상해없음,원동기,남,61세,중상
2020010700100023,2020년 1월 7일 01시,화요일,충청남도 천안시 동남구 용곡동,사망사고,1,0,0,0,차량단독 - 공작물충돌,안전운전불이행,젖음/습기,비,단일로 - 기타,승용,남,27세,사망,,,,
2020010700100143,2020년 1월 7일 08시,화요일,충청남도 천안시 서북구 불당동,경상사고,0,0,1,0,차량단독 - 기타,기타,젖음/습기,비,단일로 - 기타,승용,남,63세,상해없음,,,,
2020010700100144,2020년 1월 7일 08시,화요일,충청남도 천안시 서북구 입장면,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,젖음/습기,비,단일로 - 기타,승용,여,32세,상해없음,보행자,여,54세,경상
2020010700100171,2020년 1월 7일 09시,화요일,충청남도 천안시 서북구 두정동,경상사고,0,0,1,0,차대차 - 측면충돌,교차로운행방법위반,젖음/습기,비,교차로 - 교차로안,승용,남,67세,상해없음,승용,여,60세,경상
2020010700100172,2020년 1월 7일 09시,화요일,충청남도 천안시 서북구 불당동,중상사고,0,1,0,0,차대차 - 측면충돌,차로위반,젖음/습기,비,단일로 - 기타,화물,남,59세,상해없음,승용,여,38세,중상
2020010700100285,2020년 1월 7일 13시,화요일,충청남도 천안시 동남구 신부동,중상사고,0,1,1,0,차대차 - 추돌,안전거리미확보,건조,맑음,교차로 - 교차로안,승합,남,26세,상해없음,승용,여,55세,경상
2020010700100318,2020년 1월 7일 14시,화요일,충청남도 천안시 서북구 두정동,경상사고,0,0,1,0,차대차 - 측면충돌,교차로운행방법위반,젖음/습기,비,교차로 - 교차로안,승용,남,29세,상해없음,이륜,남,19세,경상
2020010700100487,2020년 1월 7일 18시,화요일,충청남도 천안시 서북구 불당동,경상사고,0,0,2,0,차대차 - 측면충돌,중앙선침범,젖음/습기,비,단일로 - 기타,승용,남,38세,상해없음,승합,남,49세,상해없음
2020010700100488,2020년 1월 7일 18시,화요일,충청남도 천안시 서북구 불당동,경상사고,0,0,1,0,차대차 - 측면충돌,중앙선침범,젖음/습기,비,단일로 - 기타,승용,여,46세,상해없음,승용,남,32세,경상
2020010700100490,2020년 1월 7일 18시,화요일,충청남도 천안시 동남구 청수동,중상사고,0,1,0,0,차대차 - 측면충돌,직진우회전진행방해,건조,맑음,교차로 - 교차로안,승용,남,65세,상해없음,이륜,남,49세,중상
2020010700100611,2020년 1월 7일 20시,화요일,충청남도 천안시 서북구 성정동,중상사고,0,1,0,0,차대차 - 측면충돌,안전거리미확보,젖음/습기,비,단일로 - 기타,화물,남,58세,상해없음,이륜,남,37세,중상
2020010700100615,2020년 1월 7일 20시,화요일,충청남도 천안시 동남구 신방동,중상사고,0,1,1,0,차대차 - 측면충돌,안전운전불이행,젖음/습기,비,교차로 - 교차로안,승용,남,27세,상해없음,승용,여,31세,중상
2020010700100673,2020년 1월 7일 21시,화요일,충청남도 천안시 서북구 성정동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,젖음/습기,비,교차로 - 교차로안,승용,여,63세,상해없음,보행자,남,35세,경상
2020010700100743,2020년 1월 7일 23시,화요일,충청남도 천안시 서북구 두정동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,젖음/습기,비,교차로 - 교차로부근,승용,남,30세,상해없음,보행자,남,23세,경상
2020010700100744,2020년 1월 7일 23시,화요일,충청남도 천안시 서북구 불당동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,젖음/습기,비,교차로 - 교차로부근,승용,여,40세,상해없음,승용,남,21세,경상
2020010800100038,2020년 1월 8일 02시,수요일,충청남도 천안시 서북구 두정동,경상사고,0,0,1,0,차대차 - 정면충돌,안전운전불이행,젖음/습기,비,교차로 - 교차로안,승용,남,57세,상해없음,이륜,남,26세,경상
2020010800100075,2020년 1월 8일 06시,수요일,충청남도 천안시 서북구 두정동,경상사고,0,0,1,0,차대차 - 추돌,신호위반,젖음/습기,비,교차로 - 교차로안,승용,남,47세,상해없음,승용,남,39세,경상
2020010800100076,2020년 1월 8일 06시,수요일,충청남도 천안시 서북구 두정동,중상사고,0,1,1,0,차대차 - 기타,안전운전불이행,젖음/습기,비,단일로 - 기타,승용,남,55세,상해없음,승용,남,37세,중상
2020010800100142,2020년 1월 8일 08시,수요일,충청남도 천안시 서북구 두정동,경상사고,0,0,3,0,차대차 - 측면충돌,안전운전불이행,젖음/습기,비,교차로 - 교차로안,승용,남,63세,경상,승용,남,40세,경상
2020010800100143,2020년 1월 8일 08시,수요일,충청남도 천안시 서북구 두정동,경상사고,0,0,1,0,차대차 - 추돌,안전거리미확보,젖음/습기,비,단일로 - 기타,이륜,남,25세,경상,승합,남,53세,상해없음
2020010800100205,2020년 1월 8일 10시,수요일,충청남도 천안시 서북구 직산읍,경상사고,0,0,1,1,차대차 - 측면충돌,신호위반,젖음/습기,비,교차로 - 교차로안,승합,남,28세,부상신고,승용,남,39세,경상
2020010800100232,2020년 1월 8일 11시,수요일,충청남도 천안시 서북구 성정동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,젖음/습기,흐림,교차로 - 교차로부근,화물,남,36세,상해없음,보행자,남,79세,중상
2020010800100373,2020년 1월 8일 16시,수요일,충청남도 천안시 서북구 성환읍,중상사고,0,1,0,0,차량단독 - 기타,신호위반,건조,맑음,교차로 - 교차로안,승합,남,50세,상해없음,,,,
2020010800100555,2020년 1월 8일 21시,수요일,충청남도 천안시 서북구 백석동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,34세,상해없음,승용,남,35세,경상
2020010800100556,2020년 1월 8일 21시,수요일,충청남도 천안시 서북구 쌍용동,경상사고,0,0,1,0,차대차 - 기타,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,남,27세,상해없음,이륜,남,42세,경상
2020010900100098,2020년 1월 9일 08시,목요일,충청남도 천안시 서북구 불당동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,30세,상해없음,승용,남,54세,경상
2020010900100150,2020년 1월 9일 10시,목요일,충청남도 천안시 서북구 불당동,경상사고,0,0,1,0,차대차 - 추돌,안전거리미확보,건조,맑음,교차로 - 교차로부근,승용,여,35세,상해없음,승용,남,27세,경상
2020010900100181,2020년 1월 9일 11시,목요일,충청남도 천안시 서북구 성정동,경상사고,0,0,1,0,차대차 - 측면충돌,차로위반,건조,맑음,교차로 - 교차로부근,특수,남,54세,상해없음,승용,여,51세,경상
2020010900100182,2020년 1월 9일 11시,목요일,충청남도 천안시 동남구 청당동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,31세,상해없음,승용,남,65세,중상
2020010900100406,2020년 1월 9일 18시,목요일,충청남도 천안시 서북구 성정동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,28세,상해없음,보행자,남,70세,경상
2020010900100457,2020년 1월 9일 19시,목요일,충청남도 천안시 서북구 성거읍,경상사고,0,0,1,0,차대차 - 정면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,48세,상해없음,승용,여,71세,경상
2020010900100517,2020년 1월 9일 21시,목요일,충청남도 천안시 서북구 성정동,경상사고,0,0,1,0,차대차 - 정면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,29세,상해없음,승용,남,34세,경상
2020011000100050,2020년 1월 10일 05시,금요일,충청남도 천안시 동남구 동면,중상사고,0,1,0,0,차량단독 - 공작물충돌,안전운전불이행,서리/결빙,맑음,단일로 - 기타,화물,남,64세,중상,,,,
2020011000100184,2020년 1월 10일 10시,금요일,충청남도 천안시 서북구 두정동,경상사고,0,0,1,0,차대차 - 측면충돌,직진우회전진행방해,건조,맑음,교차로 - 교차로안,화물,남,53세,상해없음,승용,남,32세,경상
2020011000100210,2020년 1월 10일 11시,금요일,충청남도 천안시 서북구 성정동,경상사고,0,0,3,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,66세,상해없음,승용,여,19세,경상
2020011000100248,2020년 1월 10일 12시,금요일,충청남도 천안시 동남구 사직동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,기타 - 기타,승합,남,77세,상해없음,보행자,여,69세,경상
2020011000100287,2020년 1월 10일 13시,금요일,충청남도 천안시 서북구 쌍용동,경상사고,0,0,1,0,차대차 - 측면충돌,직진우회전진행방해,건조,맑음,교차로 - 교차로안,승용,여,44세,상해없음,이륜,남,78세,경상
2020011000100319,2020년 1월 10일 14시,금요일,충청남도 천안시 동남구 봉명동,경상사고,0,0,1,0,차대사람 - 기타,기타,건조,맑음,기타 - 기타,화물,남,67세,상해없음,보행자,여,75세,경상
2020011000100320,2020년 1월 10일 14시,금요일,충청남도 천안시 동남구 삼룡동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,46세,상해없음,화물,남,44세,경상
2020011000100465,2020년 1월 10일 18시,금요일,충청남도 천안시 서북구 불당동,경상사고,0,0,2,0,차대차 - 측면충돌,중앙선침범,건조,맑음,교차로 - 교차로부근,승용,남,27세,상해없음,승용,남,60세,경상
2020011000100466,2020년 1월 10일 18시,금요일,충청남도 천안시 서북구 성거읍,중상사고,0,3,0,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,교차로 - 교차로부근,승용,남,52세,상해없음,승용,남,42세,중상
2020011000100467,2020년 1월 10일 18시,금요일,충청남도 천안시 동남구 영성동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승용,남,72세,상해없음,보행자,남,73세,경상
2020011000100515,2020년 1월 10일 19시,금요일,충청남도 천안시 동남구 목천읍,중상사고,0,1,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로안,승용,남,53세,상해없음,보행자,남,53세,경상
2020011000100516,2020년 1월 10일 19시,금요일,충청남도 천안시 동남구 신방동,경상사고,0,0,1,0,차대차 - 후진중충돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,68세,상해없음,이륜,남,40세,경상
2020011100100031,2020년 1월 11일 01시,토요일,충청남도 천안시 서북구 성정동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,30세,상해없음,승용,남,42세,상해없음
2020011100100042,2020년 1월 11일 02시,토요일,충청남도 천안시 서북구 성정동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승용,남,26세,상해없음,보행자,여,23세,경상
2020011100100057,2020년 1월 11일 04시,토요일,충청남도 천안시 서북구 성정동,경상사고,0,0,1,0,차대차 - 정면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,32세,상해없음,승용,남,35세,경상
2020011100100087,2020년 1월 11일 07시,토요일,충청남도 천안시 동남구 안서동,중상사고,0,1,0,0,차대차 - 정면충돌,교차로운행방법위반,젖음/습기,흐림,교차로 - 교차로안,승용,남,62세,상해없음,승합,남,45세,상해없음
2020011100100100,2020년 1월 11일 08시,토요일,충청남도 천안시 서북구 쌍용동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,66세,상해없음,승용,여,51세,경상
2020011100100470,2020년 1월 11일 19시,토요일,충청남도 천안시 서북구 백석동,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,건조,맑음,단일로 - 기타,승용,여,57세,상해없음,보행자,여,63세,경상
2020011100100501,2020년 1월 11일 20시,토요일,충청남도 천안시 서북구 백석동,경상사고,0,0,1,0,차량단독 - 공작물충돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,68세,상해없음,,,,
2020011100100549,2020년 1월 11일 22시,토요일,충청남도 천안시 서북구 성환읍,경상사고,0,0,1,0,차대차 - 기타,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,남,42세,상해없음,승용,남,56세,경상
2020011100100550,2020년 1월 11일 22시,토요일,충청남도 천안시 서북구 쌍용동,경상사고,0,0,3,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,37세,상해없음,승용,남,38세,경상
2020011100100551,2020년 1월 11일 22시,토요일,충청남도 천안시 서북구 성정동,경상사고,0,0,1,0,차대차 - 후진중충돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,44세,상해없음,이륜,남,24세,경상
2020011200100009,2020년 1월 12일 00시,일요일,충청남도 천안시 서북구 백석동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,여,21세,상해없음,승용,남,39세,경상
2020011200100025,2020년 1월 12일 01시,일요일,충청남도 천안시 서북구 두정동,경상사고,0,0,1,0,차대사람 - 기타,기타,건조,맑음,주차장 - 주차장,승용,남,33세,상해없음,보행자,남,28세,경상
2020011200100037,2020년 1월 12일 02시,일요일,충청남도 천안시 서북구 성거읍,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,49세,상해없음,승용,남,28세,경상
2020011200100107,2020년 1월 12일 10시,일요일,충청남도 천안시 동남구 원성동,중상사고,0,1,0,0,차량단독 - 공작물충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,66세,중상,,,,
2020011200100240,2020년 1월 12일 16시,일요일,충청남도 천안시 서북구 성거읍,중상사고,0,1,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,55세,상해없음,승용,여,50세,중상
2020011200100342,2020년 1월 12일 20시,일요일,충청남도 천안시 서북구 두정동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,여,31세,상해없음,보행자,남,40세,중상
2020011200100359,2020년 1월 12일 21시,일요일,충청남도 천안시 동남구 삼룡동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,기타 - 기타,화물,남,63세,상해없음,승용,남,28세,경상
2020011300100031,2020년 1월 13일 06시,월요일,충청남도 천안시 서북구 성정동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,59세,상해없음,승용,남,23세,경상
2020011300100055,2020년 1월 13일 07시,월요일,충청남도 천안시 서북구 성정동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,젖음/습기,맑음,교차로 - 교차로안,승용,남,29세,상해없음,승용,남,65세,경상
2020011300100265,2020년 1월 13일 14시,월요일,충청남도 천안시 동남구 신방동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,78세,상해없음,승용,여,51세,경상
2020011300100378,2020년 1월 13일 17시,월요일,충청남도 천안시 서북구 업성동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,50세,상해없음,승용,남,55세,경상
2020011300100379,2020년 1월 13일 17시,월요일,충청남도 천안시 서북구 성정동,경상사고,0,0,1,0,차대차 - 기타,안전거리미확보,건조,맑음,교차로 - 교차로부근,승용,남,40세,상해없음,승합,남,50세,상해없음
2020011300100432,2020년 1월 13일 18시,월요일,충청남도 천안시 서북구 쌍용동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,39세,상해없음,보행자,여,79세,경상
2020011300100570,2020년 1월 13일 22시,월요일,충청남도 천안시 서북구 불당동,경상사고,0,0,1,0,차대차 - 측면충돌,과속,건조,맑음,교차로 - 교차로부근,승용,남,21세,상해없음,승용,여,58세,경상
2020011400100051,2020년 1월 14일 05시,화요일,충청남도 천안시 서북구 백석동,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,62세,상해없음,승용,남,29세,경상
2020011400100106,2020년 1월 14일 08시,화요일,충청남도 천안시 동남구 용곡동,경상사고,0,0,1,0,차대차 - 측면충돌,차로위반,건조,맑음,단일로 - 기타,특수,남,39세,상해없음,승용,여,35세,경상
2020011400100205,2020년 1월 14일 11시,화요일,충청남도 천안시 서북구 불당동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,34세,상해없음,이륜,남,49세,경상
2020011400100206,2020년 1월 14일 11시,화요일,충청남도 천안시 서북구 백석동,중상사고,0,1,1,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로부근,화물,남,63세,중상,승용,남,53세,경상
2020011400100317,2020년 1월 14일 14시,화요일,충청남도 천안시 서북구 성정동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,47세,상해없음,승용,여,33세,경상
